order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,categories,sub_categories,product_ids,quantity_ttl,sales_ttl,discount_ttl,profit_ttl,order_to_truck_time,processing_time,waiting_time
CA-2019-109722,2019-12-05,Second Class,Standard Processing,,,TP-21130,Theone Pippenger,2019-12-11,,Email,United States,Georgetown,Kentucky,40324.0,South,"Special Projects Muesil, Power Muesli","Only Oats, Steel Cut","TEC-PH-10000560, OFF-ST-10000060",11,1284.8000000000002,0.0,266.1728,6.0,,
CA-2018-136798,2018-05-08,Standard Class,,,,DL-12925,Daniel Lacy,,,Email,United States,Minneapolis,Minnesota,55407.0,Central,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Super Fibre Boost, With Fruit and Nuts","TEC-PH-10000441, OFF-BI-10003684, FUR-FU-10000723",8,545.9100000000001,0.0,138.97799999999998,,,
CA-2020-122196,2020-09-22,First Class,Express,,,CA-12265,Christina Anderson,2020-09-25,,Email,United States,Wilmington,Delaware,19805.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004977,2,391.98,0.0,113.6742,3.0,,
CA-2018-123330,2018-06-21,Standard Class,,,,EP-13915,Emily Phan,,,Email,United States,Deltona,Florida,32725.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001819,3,107.976,0.2,37.7916,,,
CA-2017-141796,2017-06-21,First Class,,,,JG-15160,James Galang,,,Email,United States,Long Beach,New York,11561.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001578,3,1214.85,0.0,352.3065,,,
CA-2020-163006,2020-06-30,Second Class,Standard Processing,,,GH-14410,Gary Hansen,2020-07-08,,Facebook,United States,Chicago,Illinois,60653.0,Central,"Special Projects Muesil, Toasted Muesli, Toasted Muesli","Only Oats, With Fruit and Nuts, With Nuts","TEC-PH-10002584, FUR-FU-10003799, FUR-CH-10000229",7,1584.866,1.0999999999999999,-63.961200000000005,8.0,,
CA-2018-156146,2018-10-26,Second Class,,,,AG-10495,Andrew Gjertsen,,,Sales,United States,Peoria,Arizona,85345.0,West,"Special Projects Muesil, Special Projects Muesil","Only Oats, Only Oats","TEC-PH-10001700, TEC-PH-10001527",4,174.304,0.4,-5.3644,,,
US-2018-154389,2018-11-27,Standard Class,,,,EH-14125,Eugene Hildebrand,,,Facebook,United States,Philadelphia,Pennsylvania,19140.0,East,Special Projects Muesil,Only Oats,TEC-PH-10002789,8,748.752,0.4,-162.2296,,,
CA-2017-159709,2017-05-10,Standard Class,,,,AI-10855,Arianne Irving,,,Email,United States,Kent,Washington,98031.0,West,"Special Projects Muesil, Power Muesli","Only Oats, Power Clean Fibre Boost","TEC-PH-10003988, OFF-EN-10001434",8,201.73,0.2,81.8437,,,
CA-2019-156265,2019-08-02,Second Class,Standard Processing,,,BF-11020,Barry Französisch,2019-08-07,,Sales,United States,Los Angeles,California,90032.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Super Fibre Boost, Sweetened","TEC-PH-10001918, OFF-BI-10000285, FUR-TA-10001691",7,482.58400000000006,0.6000000000000001,53.413799999999995,5.0,,
CA-2020-108791,2020-07-27,Standard Class,Standard Processing,,,TM-21490,Tony Molinari,2020-08-03,,Email,United States,Yonkers,New York,10701.0,East,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10002660, FUR-FU-10004018",9,558.81,0.0,140.00029999999998,7.0,,
US-2019-168410,2019-02-21,Standard Class,Standard Processing,,,BV-11245,Benjamin Venier,2019-02-27,,Sales,United States,Oceanside,New York,11572.0,East,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit and Nuts","TEC-PH-10002583, OFF-ST-10000036, FUR-FU-10000629",10,405.3,0.0,110.9779,6.0,,
CA-2018-120320,2018-03-05,Standard Class,,,,MV-18190,Mike Vittorini,,,Email,United States,Houston,Texas,77036.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10000149,2,31.92,0.2,2.394,,,
US-2017-168501,2017-11-21,Standard Class,,,,JK-15325,Jason Klamczynski,,,Sales,United States,Dallas,Texas,75220.0,Central,"Special Projects Muesil, Power Muesli","Only Oats, Power Clean Fibre Boost","TEC-PH-10004922, OFF-EN-10001509",6,269.592,0.4,17.298299999999998,,,
CA-2019-107790,2019-11-20,Standard Class,Standard Processing,,,EH-13990,Erica Hackney,2019-11-27,,Email,United States,Houston,Texas,77041.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10004539,1,151.192,0.2,13.2293,7.0,,
CA-2020-161410,2020-06-26,Standard Class,Standard Processing,,,CC-12220,Chris Cortes,2020-07-06,,Email,United States,Philadelphia,Pennsylvania,19143.0,East,"Special Projects Muesil, Special Projects Muesil","Only Oats, Only Oats","TEC-PH-10001760, TEC-PH-10000673",17,904.116,0.8,114.5788,10.0,,
CA-2019-153157,2019-09-11,First Class,Express,2019-09-16,2019-09-16,TB-21625,Trudy Brown,2019-09-16,,Email,United States,Wichita,Kansas,67212.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10003171,5,224.75,0.0,62.93,5.0,5.0,0.0
CA-2018-137106,2018-03-31,Standard Class,,,,SC-20260,Scott Cohen,,,Sales,United States,Jacksonville,Florida,32216.0,South,Special Projects Muesil,Only Oats,TEC-PH-10000011,5,79.96,0.2,27.986,,,
CA-2020-160885,2020-12-02,Standard Class,Standard Processing,,,JK-16090,Juliana Krohn,2020-12-09,,Email,United States,Omaha,Nebraska,68104.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10001795,4,2479.96,0.0,743.988,7.0,,
CA-2020-151008,2020-09-07,First Class,Express,,,JM-16195,Justin MacKendrick,2020-09-09,,Email,United States,Draper,Utah,84020.0,West,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10002807, FUR-FU-10002396",6,151.72,0.2,58.0272,2.0,,
CA-2020-105333,2020-11-30,Standard Class,Standard Processing,2020-12-04,2020-12-07,VP-21730,Victor Preis,2020-12-07,,Facebook,United States,New York City,New York,10011.0,East,"Special Projects Muesil, Power Muesli, Power Muesli","Only Oats, Steel Cut, Steel Cut","TEC-PH-10001468, OFF-ST-10002182, OFF-ST-10001809",10,899.1099999999999,0.0,170.87900000000002,7.0,4.0,3.0
CA-2020-160325,2020-09-24,First Class,Express,,,BP-11095,Bart Pistole,2020-09-25,,Sales,United States,Lawrence,Massachusetts,1841.0,East,"Special Projects Muesil, Special Projects Muesil","Only Oats, Only Oats","TEC-PH-10000984, TEC-PH-10001944",5,829.83,0.0,241.1094,1.0,,
CA-2018-141012,2018-06-09,Second Class,,,,TG-21640,Trudy Glocke,,,Email,United States,Pocatello,Idaho,83201.0,West,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10004522, FUR-FU-10003192",7,495.736,0.2,101.1671,,,
CA-2020-115805,2020-07-31,First Class,Express,,,KW-16435,Katrina Willman,2020-07-31,,Email,United States,Chicago,Illinois,60653.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10003092,1,36.792,0.2,4.1391,0.0,,
US-2017-143707,2017-03-01,Standard Class,,,,HR-14770,Hallie Redmond,,,Facebook,United States,New York City,New York,10035.0,East,Special Projects Muesil,Only Oats,TEC-PH-10003655,3,5.94,0.0,1.6038,,,
CA-2018-110548,2018-05-04,Standard Class,,,,AH-10690,Anna Häberlin,,,Sales,United States,Houston,Texas,77095.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10002922,7,946.344,0.2,118.293,,,
CA-2020-104913,2020-11-18,Standard Class,Standard Processing,,,DK-13090,Dave Kipp,2020-11-25,,Email,United States,Long Beach,New York,11561.0,East,Special Projects Muesil,Only Oats,TEC-PH-10000923,5,74.95,0.0,36.7255,7.0,,
US-2017-126340,2017-11-08,Standard Class,,,,EB-13870,Emily Burns,,,Email,United States,Redding,California,96003.0,West,Special Projects Muesil,Only Oats,TEC-PH-10004447,3,333.576,0.2,25.0182,,,
CA-2018-163440,2018-03-22,First Class,,,,RD-19900,Ruben Dartt,,,Email,United States,Thousand Oaks,California,91360.0,West,Special Projects Muesil,Only Oats,TEC-PH-10000376,2,15.984,0.2,1.1988,,,
CA-2020-133207,2020-11-27,Standard Class,Standard Processing,,,DO-13645,Doug O'Connell,2020-12-04,,Email,United States,Los Angeles,California,90036.0,West,Special Projects Muesil,Only Oats,TEC-PH-10004100,4,57.568,0.2,5.7568,7.0,,
CA-2019-167682,2019-04-03,Standard Class,Standard Processing,,,ZD-21925,Zuschuss Donatelli,2019-04-10,,Email,United States,Richmond,Indiana,47374.0,Central,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10000673, FUR-FU-10003799",8,331.08,0.0,146.828,7.0,,
CA-2019-103107,2019-07-04,First Class,Express,,,RB-19465,Rick Bensley,2019-07-05,,Facebook,United States,Seattle,Washington,98103.0,West,"Special Projects Muesil, Special Projects Muesil, Toasted Muesli","Only Oats, Only Oats, With Fruit and Nuts","TEC-PH-10001198, TEC-PH-10002564, FUR-FU-10000221",11,274.856,0.4,37.5995,1.0,,
CA-2019-151092,2019-08-06,Standard Class,Standard Processing,,,VG-21790,Vivek Gonzalez,2019-08-14,,Email,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001700,4,211.168,0.2,18.4772,8.0,,
CA-2020-116953,2020-04-24,First Class,Express,,,SV-20935,Susan Vittorini,2020-04-27,,Email,United States,Mesa,Arizona,85204.0,West,Special Projects Muesil,Only Oats,TEC-PH-10004614,10,552.0,0.2,34.5,3.0,,
US-2020-163300,2020-09-15,Standard Class,Standard Processing,,,ES-14020,Erica Smith,2020-09-23,,Email,United States,Los Angeles,California,90049.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Super Fibre Boost, With Nuts","TEC-PH-10001700, OFF-BI-10004390, FUR-CH-10003396",17,2911.7839999999997,0.6000000000000001,895.6085,8.0,,
CA-2020-129581,2020-12-11,Standard Class,Standard Processing,,,KN-16390,Katherine Nockton,2020-12-21,,Sales,United States,New Bedford,Massachusetts,2740.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001527,3,128.85,0.0,3.8655,10.0,,
CA-2020-143378,2020-09-19,Standard Class,Standard Processing,,,JR-16210,Justin Ritter,2020-09-23,,Sales,United States,Springfield,Oregon,97477.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli, Toasted Muesli","Only Oats, Super Mega Protein, With Fruit, With Fruit and Nuts","TEC-PH-10001425, OFF-AR-10001915, FUR-BO-10001972, FUR-FU-10004864",16,697.612,1.3,-41.105,4.0,,
CA-2019-161928,2019-06-27,Second Class,Standard Processing,,,AC-10660,Anna Chung,2019-07-03,,Email,United States,San Francisco,California,94109.0,West,Special Projects Muesil,Only Oats,TEC-PH-10003484,2,201.584,0.2,12.599,6.0,,
CA-2020-157903,2020-04-04,Standard Class,Standard Processing,,,AM-10705,Anne McFarland,2020-04-13,,Email,United States,Des Plaines,Illinois,60016.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10004345,4,383.84,0.2,47.98,9.0,,
CA-2020-113453,2020-10-21,Standard Class,Standard Processing,,,CM-12160,Charles McCrossin,2020-10-30,,Email,United States,Philadelphia,Pennsylvania,19143.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Steel Cut","TEC-PH-10004165, OFF-ST-10000352",5,401.36400000000003,0.6000000000000001,-81.4582,9.0,,
CA-2019-133669,2019-10-21,Standard Class,Standard Processing,,,SV-20935,Susan Vittorini,2019-10-30,,Email,United States,Columbus,Ohio,43229.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001305,8,235.152,0.4,-47.0304,9.0,,
US-2018-129553,2018-07-27,Standard Class,,,,PG-18820,Patrick Gardner,,,Email,United States,Louisville,Kentucky,40214.0,South,Special Projects Muesil,Only Oats,TEC-PH-10004897,3,29.97,0.0,0.2997,,,
CA-2019-160220,2019-10-20,Standard Class,Standard Processing,,,JS-16030,Joy Smith,2019-10-30,,Email,United States,Trenton,Michigan,48183.0,Central,"Special Projects Muesil, Special Projects Muesil, Power Muesli","Only Oats, Only Oats, Steel Cut","TEC-PH-10001300, TEC-PH-10001557, OFF-ST-10000617",15,338.53999999999996,0.0,88.4908,10.0,,
CA-2017-148782,2017-11-02,Standard Class,,,,PO-18850,Patrick O'Brill,,,Email,United States,Irving,Texas,75061.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10002923,3,88.776,0.2,7.7679,,,
CA-2018-115392,2018-10-01,Second Class,,,,RM-19675,Robert Marley,,,Facebook,United States,Cambridge,Massachusetts,2138.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Super Fibre Boost","TEC-PH-10002496, OFF-BI-10000829",7,334.43,0.0,103.92099999999999,,,
CA-2020-102379,2020-12-02,Standard Class,Standard Processing,,,BB-11545,Brenda Bowman,2020-12-09,,Sales,United States,Oakland,California,94601.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Super Mega Protein, With Nuts","TEC-PH-10001448, OFF-AR-10004022, FUR-CH-10004983",15,1378.948,0.4,80.4412,7.0,,
CA-2019-121020,2019-10-24,Standard Class,Standard Processing,,,CG-12040,Catherine Glotzbach,2019-11-01,,Facebook,United States,Lebanon,Tennessee,37087.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001061,3,239.976,0.2,17.9982,8.0,,
CA-2018-151253,2018-04-22,Standard Class,,,,AZ-10750,Annie Zypern,,,Email,United States,Los Angeles,California,90008.0,West,"Special Projects Muesil, Power Muesli","Only Oats, Super Mega Protein","TEC-PH-10002923, OFF-AR-10004691",6,152.916,0.2,24.444300000000002,,,
CA-2020-166919,2020-11-23,Standard Class,Standard Processing,,,AH-10210,Alan Hwang,2020-11-30,,Email,United States,Dallas,Texas,75220.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10001305,5,195.96,0.2,19.596,7.0,,
CA-2020-120019,2020-02-16,Standard Class,Standard Processing,,,NG-18355,Nat Gilpin,2020-02-26,2020-03-02,Sales,United States,Fairfield,Connecticut,6824.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Steel Cut","TEC-PH-10000923, OFF-ST-10001932",4,594.5,0.0,88.4765,10.0,,
CA-2019-165995,2019-08-30,Standard Class,Standard Processing,,,BG-11740,Bruce Geld,2019-09-09,2019-09-16,Email,United States,Los Angeles,California,90008.0,West,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10004908, FUR-FU-10000672",9,387.0,0.2,58.4886,10.0,,
CA-2020-161130,2020-11-03,Standard Class,Standard Processing,2020-11-09,2020-11-12,BF-11275,Beth Fritzler,2020-11-12,,Sales,United States,Miami,Florida,33178.0,South,Special Projects Muesil,Only Oats,TEC-PH-10002549,2,361.376,0.2,27.1032,9.0,6.0,3.0
CA-2019-127236,2019-03-29,Standard Class,Standard Processing,,,TB-21595,Troy Blackwell,2019-04-03,,Email,United States,Springfield,Ohio,45503.0,East,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit","TEC-PH-10000141, FUR-BO-10004015",9,458.351,0.9,-204.94039999999998,5.0,,
CA-2018-156328,2018-11-30,Standard Class,,,,RM-19375,Raymond Messe,,,Email,United States,Raleigh,North Carolina,27604.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001198,3,177.48,0.2,19.9665,,,
US-2020-116897,2020-05-27,First Class,Express,,,JG-15160,James Galang,2020-05-29,,Email,United States,Pocatello,Idaho,83201.0,West,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit and Nuts","TEC-PH-10004389, OFF-ST-10000025, FUR-FU-10004963",12,814.526,0.2,66.0072,2.0,,
US-2018-110261,2018-12-19,Second Class,,,,PR-18880,Patrick Ryan,,,Email,United States,Glenview,Illinois,60025.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10001750,3,158.376,0.2,13.8579,,,
CA-2017-110065,2017-08-05,Standard Class,,,,SP-20650,Stephanie Phelps,,,Sales,United States,New York City,New York,10009.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Super Mega Protein","TEC-PH-10002468, OFF-AR-10004165",8,151.95000000000002,0.0,43.7397,,,
CA-2019-163804,2019-12-02,Standard Class,Standard Processing,,,DB-13270,Deborah Brumfield,2019-12-11,,Facebook,United States,Providence,Rhode Island,2908.0,East,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit and Nuts","TEC-PH-10000441, OFF-ST-10000142, FUR-FU-10004864",16,2781.77,0.0,782.5165999999999,9.0,,
CA-2019-113845,2019-11-20,Standard Class,Standard Processing,,,FA-14230,Frank Atkinson,2019-11-27,2019-12-02,Sales,United States,Orlando,Florida,32839.0,South,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit","TEC-PH-10003357, OFF-ST-10003327, FUR-BO-10004695",11,574.056,0.6000000000000001,39.804100000000005,7.0,,
CA-2017-129147,2017-11-02,Standard Class,,,,LC-17050,Liz Carlisle,,,Email,United States,Medina,Ohio,44256.0,East,"Special Projects Muesil, Special Projects Muesil, Power Muesli","Only Oats, Only Oats, Super Fibre Boost","TEC-PH-10001299, TEC-PH-10001552, OFF-BI-10001098",16,609.4380000000001,1.5,-131.5086,,,
CA-2018-109862,2018-10-25,Standard Class,,,,HK-14890,Heather Kirkland,,,Sales,United States,Newark,Delaware,19711.0,East,"Special Projects Muesil, Toasted Muesli","Only Oats, With Nuts","TEC-PH-10004042, FUR-CH-10002439",6,450.09000000000003,0.0,117.02340000000001,,,
CA-2018-153752,2018-12-06,Second Class,,,,RO-19780,Rose O'Brian,,,Email,United States,Arlington,Virginia,22204.0,South,Special Projects Muesil,Only Oats,TEC-PH-10001615,6,173.94,0.0,50.4426,,,
CA-2017-103660,2017-08-25,Standard Class,,,,MW-18220,Mitch Webber,,,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Only Oats,TEC-PH-10000895,7,1007.944,0.2,75.5958,,,
CA-2018-103716,2018-04-30,Standard Class,,,,KB-16585,Ken Black,,,Sales,United States,San Francisco,California,94110.0,West,"Special Projects Muesil, Power Muesli","Only Oats, Super Mega Protein","TEC-PH-10000347, OFF-AR-10000658",8,54.45,0.2,11.4345,,,
CA-2018-107678,2018-04-21,Standard Class,,,,JK-16090,Juliana Krohn,,,Email,United States,Louisville,Kentucky,40214.0,South,"Special Projects Muesil, Power Muesli, Toasted Muesli, Toasted Muesli","Only Oats, Super Fibre Boost, With Fruit and Nuts, With Nuts","TEC-PH-10002103, OFF-BI-10002215, FUR-FU-10003394, FUR-CH-10001891",13,893.09,0.0,228.89280000000002,,,
CA-2018-135489,2018-09-19,Second Class,,,,GW-14605,Giulietta Weimer,,,Email,United States,New York City,New York,10024.0,East,Special Projects Muesil,Only Oats,TEC-PH-10000011,14,279.86,0.0,134.3328,,,
CA-2019-112277,2019-09-10,Standard Class,Standard Processing,2019-09-16,2019-09-18,SC-20695,Steve Chapman,2019-09-18,,Sales,United States,Fort Lauderdale,Florida,33311.0,South,Special Projects Muesil,Only Oats,TEC-PH-10003505,7,519.68,0.2,58.464,8.0,6.0,2.0
CA-2020-159156,2020-11-13,First Class,Express,,,KB-16600,Ken Brennan,2020-11-16,,Sales,United States,New York City,New York,10009.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004389,5,629.95,0.0,163.787,3.0,,
CA-2020-124205,2020-09-15,Standard Class,Standard Processing,,,TC-21145,Theresa Coyne,2020-09-23,,Sales,United States,Lakewood,New Jersey,8701.0,East,"Special Projects Muesil, Power Muesli, Toasted Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit and Nuts, With Nuts","TEC-PH-10002115, OFF-ST-10000934, FUR-FU-10002445, FUR-CH-10003606",17,1038.26,0.0,265.5332,8.0,,
CA-2018-145394,2018-11-16,Standard Class,,,,MC-17605,Matt Connell,,,Sales,United States,Chicago,Illinois,60610.0,Central,"Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, With Fruit and Nuts","TEC-PH-10001051, OFF-ST-10000344, FUR-FU-10001215",7,295.968,1.0,13.082099999999999,,,
CA-2019-140438,2019-12-24,Second Class,Standard Processing,,,PW-19030,Pauline Webber,2019-12-30,,Sales,United States,New York City,New York,10009.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001750,3,197.97,0.0,53.4519,6.0,,
CA-2019-162110,2019-07-18,Standard Class,Standard Processing,,,NP-18670,Nora Paige,2019-07-24,,Email,United States,Phoenix,Arizona,85023.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001924,1,55.992,0.2,3.4995,6.0,,
CA-2019-140249,2019-09-27,Standard Class,Standard Processing,,,SW-20455,Shaun Weien,2019-10-04,2019-10-08,Email,United States,Seattle,Washington,98103.0,West,Special Projects Muesil,Only Oats,TEC-PH-10002584,2,1001.584,0.2,125.198,7.0,,
CA-2018-104115,2018-06-12,Standard Class,,,,JH-15910,Jonathan Howell,,,Email,United States,West Palm Beach,Florida,33407.0,South,Special Projects Muesil,Only Oats,TEC-PH-10002844,2,55.984,0.2,4.1988,,,
CA-2017-164182,2017-07-14,Standard Class,,,,ST-20530,Shui Tom,,,Email,United States,Philadelphia,Pennsylvania,19140.0,East,"Special Projects Muesil, Special Projects Muesil, Power Muesli, Toasted Muesli","Only Oats, Only Oats, Super Mega Protein, With Fruit and Nuts","TEC-PH-10002070, TEC-PH-10002583, OFF-AR-10001044, FUR-FU-10001057",7,111.05000000000001,1.2000000000000002,-10.3644,,,
CA-2018-139248,2018-07-25,Standard Class,,,,RD-19930,Russell D'Ascenzo,,,Email,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Only Oats,TEC-PH-10004094,5,623.96,0.2,38.9975,,,
CA-2018-129917,2018-10-02,First Class,,,,HM-14980,Henry MacAllister,,,Email,United States,Los Angeles,California,90008.0,West,"Special Projects Muesil, Power Muesli, Power Muesli","Only Oats, Super Fibre Boost, Super Fibre Boost","TEC-PH-10000369, OFF-BI-10001757, OFF-BI-10004828",12,569.336,0.6000000000000001,73.9472,,,
CA-2018-110765,2018-10-16,Second Class,,,,MP-17965,Michael Paige,,,Sales,United States,New York City,New York,10011.0,East,Special Projects Muesil,Only Oats,TEC-PH-10004165,3,824.97,0.0,214.4922,,,
US-2019-119298,2019-11-25,First Class,Express,,,EP-13915,Emily Phan,2019-11-29,,Email,United States,Jonesboro,Arkansas,72401.0,South,Special Projects Muesil,Only Oats,TEC-PH-10002564,2,59.98,0.0,17.994,4.0,,
US-2020-101840,2020-02-06,Standard Class,Standard Processing,,,SP-20545,Sibella Parks,2020-02-14,,Sales,United States,New York City,New York,10024.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Super Fibre Boost","TEC-PH-10002538, OFF-BI-10000279",10,273.7,0.2,81.56939999999999,8.0,,
CA-2020-118724,2020-07-21,Second Class,Standard Processing,,,AR-10825,Anthony Rawles,2020-07-29,,Sales,United States,Concord,California,94521.0,West,"Special Projects Muesil, Power Muesli","Only Oats, Super Mega Protein","TEC-PH-10002549, OFF-AR-10003469",11,1629.712,0.2,123.654,8.0,,
CA-2020-118864,2020-06-15,Second Class,Standard Processing,,,KH-16690,Kristen Hastings,2020-06-22,,Sales,United States,Los Angeles,California,90032.0,West,Special Projects Muesil,Only Oats,TEC-PH-10001809,1,119.96,0.2,7.4975,7.0,,
CA-2020-141439,2020-11-26,Standard Class,Standard Processing,2020-12-01,2020-12-02,TT-21460,Tonja Turnell,2020-12-02,,Facebook,United States,Richmond,Indiana,47374.0,Central,"Special Projects Muesil, Special Projects Muesil, Toasted Muesli, Toasted Muesli, Toasted Muesli","Only Oats, Only Oats, Sweetened, With Fruit and Nuts, With Nuts","TEC-PH-10002624, TEC-PH-10001819, FUR-TA-10001039, FUR-FU-10001473, FUR-CH-10004287",14,3083.94,0.0,905.6228,6.0,5.0,1.0
US-2020-141558,2020-03-11,Standard Class,Standard Processing,,,MH-17290,Marc Harrigan,2020-03-18,,Facebook,United States,Philadelphia,Pennsylvania,19140.0,East,"Special Projects Muesil, Power Muesli, Power Muesli, Toasted Muesli","Only Oats, Steel Cut, Super Fibre Boost, Sweetened","TEC-PH-10002555, OFF-ST-10004946, OFF-BI-10002794, FUR-TA-10004086",10,987.1880000000001,1.7000000000000002,-233.05399999999997,7.0,,
CA-2018-166583,2018-06-26,Standard Class,,,,VD-21670,Valerie Dominguez,,,Email,United States,Houston,Texas,77070.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10001578,3,971.88,0.2,109.3365,,,
US-2019-144351,2019-11-14,Standard Class,Standard Processing,,,RC-19960,Ryan Crowe,2019-11-20,,Email,United States,Baltimore,Maryland,21215.0,East,Special Projects Muesil,Only Oats,TEC-PH-10001644,3,89.97,0.0,25.1916,6.0,,
CA-2019-164399,2019-11-12,First Class,Express,,,DW-13480,Dianna Wilson,2019-11-15,,Facebook,United States,San Diego,California,92024.0,West,"Special Projects Muesil, Toasted Muesli","Only Oats, Sweetened","TEC-PH-10004908, FUR-TA-10003392",6,878.328,0.4,17.0676,3.0,,
US-2018-156797,2018-08-11,Standard Class,,,,PO-19180,Philisse Overcash,,,Facebook,United States,New York City,New York,10035.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Super Mega Protein","TEC-PH-10004614, OFF-AR-10001427",4,149.96,0.0,37.6096,,,
CA-2019-104276,2019-11-27,Standard Class,Standard Processing,,,HF-14995,Herbert Flentye,2019-12-04,,Email,United States,Fort Lauderdale,Florida,33311.0,South,"Special Projects Muesil, Toasted Muesli","Only Oats, Sweetened","TEC-PH-10001944, FUR-TA-10001039",8,447.783,0.65,-99.7584,7.0,,
US-2020-104437,2020-01-27,Standard Class,Standard Processing,,,TG-21310,Toby Gnade,2020-02-03,,Email,United States,New York City,New York,10035.0,East,Special Projects Muesil,Only Oats,TEC-PH-10000193,3,137.94,0.0,35.8644,7.0,,
CA-2020-156363,2020-10-22,Standard Class,Standard Processing,,,ML-17395,Marina Lichtenstein,2020-10-30,,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Power Clean Fibre Boost","TEC-PH-10003988, OFF-EN-10003068",9,64.38,0.6000000000000001,4.547999999999999,8.0,,
CA-2018-144519,2018-11-13,Standard Class,,,,AW-10930,Arthur Wiediger,,,Facebook,United States,Helena,Montana,59601.0,West,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10004908, FUR-FU-10000794",12,403.94,0.2,64.2482,,,
CA-2019-121377,2019-05-28,Standard Class,Standard Processing,,,TN-21040,Tanja Norvell,2019-06-05,,Facebook,United States,Park Ridge,Illinois,60068.0,Central,Special Projects Muesil,Only Oats,TEC-PH-10001817,1,286.4,0.2,25.06,8.0,,
CA-2020-100097,2020-11-26,Second Class,Standard Processing,,,MN-17935,Michael Nguyen,2020-12-02,,Email,United States,New York City,New York,10009.0,East,"Special Projects Muesil, Toasted Muesli","Only Oats, With Fruit and Nuts","TEC-PH-10002310, FUR-FU-10003623",10,1115.25,0.0,302.4705,6.0,,
CA-2020-115119,2020-10-26,Standard Class,Standard Processing,,,SC-20440,Shaun Chance,2020-11-02,,Sales,United States,Lancaster,Pennsylvania,17602.0,East,"Special Projects Muesil, Power Muesli","Only Oats, Super Fibre Boost","TEC-PH-10001433, OFF-BI-10003007",8,142.98000000000002,1.1,-78.4845,7.0,,
